Lisuride,Mirtazapine
Loxapine,Nefazodone
Aclidinium,Clozapine
Aclidinium,Ziprasidone
Brexpiprazole,Clozapine
Brexpiprazole,Ziprasidone
Clozapine,Darifenacin
Clozapine,Flupentixol
Clozapine,Tolterodine
Clozapine,Trihexyphenidyl
Clozapine,Umeclidinium
Darifenacin,Ziprasidone
Fenoldopam,Ziprasidone
Flupentixol,Ziprasidone
Lurasidone,Ziprasidone
Tolterodine,Ziprasidone
Trihexyphenidyl,Ziprasidone
Umeclidinium,Ziprasidone
Amoxapine,Nefazodone
Amitriptyline,Amoxapine
Dextromethorphan,Nicotine
Acepromazine,Methotrimeprazine
Atropine,Methotrimeprazine
Bromazepam,Ketazolam
Cariprazine,Mirtazapine
Clomipramine,Mirtazapine
Escitalopram,Mirtazapine
Eszopiclone,Temazepam
Flurazepam,Ketazolam
Methotrimeprazine,Thioridazine
Mirtazapine,Trazodone
Acebutolol,Droxidopa
Acepromazine,Carphenazine
Acepromazine,Flibanserin
Acepromazine,Fluphenazine
Acepromazine,Fluspirilene
Acepromazine,Haloperidol
Acepromazine,Perphenazine
Acepromazine,Phendimetrazine
Acepromazine,Tamsulosin
Acepromazine,Thiethylperazine
Agomelatine,Melatonin
Amdinocillin,Cefepime
Amisulpride,Mianserin
Apremilast,Pentoxifylline
Atomoxetine,Nefazodone
Atomoxetine,Tramadol
Benzatropine,Cyproheptadine
Betaxolol,Droxidopa
Bupropion,Escitalopram
Cariprazine,Flibanserin
Cariprazine,Fluspirilene
Cariprazine,Haloperidol
Cariprazine,Thiothixene
Carphenazine,Thioridazine
Cefazolin,Cefepime
Cefazolin,Mezlocillin
Cefepime,Ertapenem
Chlorphenamine,Mianserin
Chlorphenamine,Trimipramine
Clomipramine,Duloxetine
Clomipramine,Fluoxetine
Clomipramine,Milnacipran
Clomipramine,Tegaserod
Cyproheptadine,Tegaserod
Desvenlafaxine,Nefazodone
Desvenlafaxine,Tramadol
Dexfenfluramine,Nefazodone
Dexfenfluramine,Tramadol
Dextropropoxyphene,Tramadol
Dezocine,Tramadol
Diethylpropion,Nefazodone
Dimethylthiambutene,Tramadol
Diphenoxylate,Tramadol
Dosulepin,Escitalopram
Dosulepin,Perospirone
Doxazosin,Phendimetrazine
Droxidopa,Guanfacine
Droxidopa,Levobunolol
Droxidopa,Naphazoline
Droxidopa,Nebivolol
Droxidopa,Oxprenolol
Droxidopa,Salbutamol
Ertapenem,Mezlocillin
Escitalopram,Milnacipran
Escitalopram,Phendimetrazine
Esmirtazapine,Tiapride
Eszopiclone,Fludiazepam
Eszopiclone,Halazepam
Etizolam,Nitrazepam
Etodolac,Mesalazine
Flunitrazepam,Nitrazepam
Fluoxetine,Trazodone
Fluphenazine,Thioridazine
Fluspirilene,Perospirone
Fluspirilene,Thioridazine
Halazepam,Ketazolam
Haloperidol,Thioridazine
Haloperidol,Tiapride
Levomilnacipran,Nefazodone
Levomilnacipran,Tramadol
Lisdexamfetamine,Nefazodone
Lisuride,Perospirone
Loperamide,Pentazocine
Loperamide,Tapentadol
Mesalazine,Phenylbutazone
Methylnaltrexone,Tramadol
Modafinil,Nefazodone
Naphazoline,Nefazodone
Nefazodone,Phenmetrazine
Nefazodone,Protriptyline
Nefazodone,Sertraline
Nefazodone,Sibutramine
Nefazodone,Venlafaxine
Oxymetazoline,Phendimetrazine
Oxymorphone,Tramadol
Perospirone,Thiethylperazine
Perospirone,Thiothixene
Perphenazine,Thioridazine
Phendimetrazine,Terazosin
Phendimetrazine,Thioridazine
Phendimetrazine,Xylometazoline
Protriptyline,Tramadol
Tamsulosin,Thioridazine
Thiethylperazine,Thioridazine
Tramadol,Venlafaxine
Butalbital,Oxazepam
Oxazepam,Talbutal
Meprobamate,Prazepam
Meprobamate,Quazepam
Minaprine,Pramipexole
Minaprine,Promazine
Minaprine,Ropinirole
Clozapine,Rotigotine
Clozapine,Terfenadine
Clozapine,Zuclopenthixol
Terfenadine,Ziprasidone
Amiodarone,Bepridil
Amisulpride,Dopamine
Amphetamine,Chlorphenamine
Barbital,Etizolam
Butethal,Etizolam
Citalopram,Minaprine
Minaprine,Sertindole
Paroxetine,Succinylcholine
Desipramine,Quetiapine
Lisuride,Mianserin
Aclidinium,Doxepin
Brexpiprazole,Doxepin
Citalopram,Doxepin
Darifenacin,Doxepin
Doxepin,Tolterodine
Doxepin,Trihexyphenidyl
Doxepin,Umeclidinium
"3,4-Methylenedioxymethamphetamine",Amphetamine
4-Methoxyamphetamine,Amphetamine
Asenapine,Ergotamine
Brexpiprazole,Chlorpromazine
Brexpiprazole,Ergotamine
Brexpiprazole,Pramipexole
Brexpiprazole,Ropinirole
Chlorpromazine,Flupentixol
Chlorpromazine,Remoxipride
Chlorpromazine,Sertindole
Citalopram,Promazine
Ergotamine,Nortriptyline
Fenoldopam,Risperidone
Flupentixol,Risperidone
Isradipine,Nimodipine
Lurasidone,Pramipexole
Lurasidone,Risperidone
Lurasidone,Ropinirole
Pramipexole,Remoxipride
Promazine,Triflupromazine
Remoxipride,Risperidone
Remoxipride,Ropinirole
Amitriptyline,Desipramine
Amitriptyline,Ergotamine
Amoxapine,Imipramine
Acepromazine,Quetiapine
Arbutamine,Ephedra
Brimonidine,Ephedra
Cyproheptadine,Quetiapine
Duloxetine,Ephedra
Ephedra,Salmeterol
Ephedra,Terbutaline
Maprotiline,Oxyphencyclimine
Maprotiline,Tiotropium
Maprotiline,Tridihexethyl
Oxymetazoline,Quetiapine
Quetiapine,Xylometazoline
Amoxapine,Chlorpromazine
Acepromazine,Trimipramine
Escitalopram,Trimipramine
Fludiazepam,Flunitrazepam
Ketazolam,Nitrazepam
Mianserin,Perospirone
Clozapine,Dosulepin
Dosulepin,Ziprasidone
Doxepin,Terfenadine
Iloperidone,Promazine
Iloperidone,Mirtazapine
Methotrimeprazine,Yohimbine
Amisulpride,Bromocriptine
Amoxapine,Desipramine
Aripiprazole,Desipramine
Bromocriptine,Phentolamine
Desipramine,Hexocyclium
Desipramine,Molindone
Desipramine,Procyclidine
Etizolam,Midazolam
Pergolide,Phentolamine
Methotrimeprazine,Paroxetine
Aclidinium,Imipramine
Citalopram,Imipramine
Darifenacin,Imipramine
EllagicAcid,Zonisamide
Imipramine,Tolterodine
Imipramine,Trihexyphenidyl
Imipramine,Umeclidinium
Doxepin,Mirtazapine
Acepromazine,Aripiprazole
Amoxapine,Cariprazine
Amoxapine,Escitalopram
Amoxapine,Perospirone
Amoxapine,Trazodone
Aripiprazole,Cyproheptadine
Ergotamine,Methotrimeprazine
Mirtazapine,Risperidone
Trimipramine,Ziprasidone
Amoxapine,Nortriptyline
Acepromazine,Paliperidone
Cariprazine,Paliperidone
Cariprazine,Yohimbine
Doxepin,Lisuride
Eszopiclone,Secobarbital
Eszopiclone,Thiopental
Iloperidone,Thioridazine
Loxapine,Paroxetine
Oxymetazoline,Paliperidone
Paliperidone,Trazodone
Paliperidone,Xylometazoline
Amitriptyline,Methotrimeprazine
Disopyramide,Imipramine
Amoxapine,Minaprine
Atropine,Desipramine
Bromocriptine,Thioridazine
Cariprazine,Pergolide
Desipramine,Perospirone
Pergolide,Thioridazine
Dopamine,Loxapine
Doxepin,Nefazodone
Trimipramine,Yohimbine
Amitriptyline,Maprotiline
Amoxapine,Maprotiline
