Amphetamine,Bromocriptine,0.076696499
Amphetamine,Pergolide,0.076696499
Ephedra,Maprotiline,0.076923077
Risperidone,Verapamil,0.077151675
Clenbuterol,Loxapine,0.077849894
Dextromethorphan,Methamphetamine,0.077849894
Loxapine,Methadone,0.077849894
Agmatine,Clozapine,0.078811041
Agmatine,Ziprasidone,0.078811041
Clozapine,Orphenadrine,0.078811041
Orphenadrine,Ziprasidone,0.078811041
Asenapine,MMDA,0.079056942
Asenapine,Paroxetine,0.079056942
Barbital,Halothane,0.079056942
Bepridil,Miconazole,0.079056942
Butethal,Halothane,0.079056942
Amitriptyline,Fenoldopam,0.080321933
Amitriptyline,Trifluoperazine,0.080321933
Agmatine,Doxepin,0.080582296
Bromocriptine,Tramadol,0.080845208
Pergolide,Tramadol,0.080845208
Bromazepam,Methoxyflurane,0.081110711
Bromazepam,Topiramate,0.081110711
Flurazepam,Methoxyflurane,0.081110711
Flurazepam,Topiramate,0.081110711
Methotrimeprazine,MMDA,0.081110711
Mirtazapine,Pethidine,0.081110711
Amoxapine,Atropine,0.081649658
Amoxapine,Doxazosin,0.081649658
Amoxapine,Ketazolam,0.081649658
Amoxapine,Phenobarbital,0.081649658
Amoxapine,Terazosin,0.081649658
Amphetamine,Dextromethorphan,0.081649658
Flunitrazepam,Halothane,0.083333333
Halothane,Tramadol,0.083333333
Methoxyflurane,Nitrazepam,0.083333333
Mianserin,Pethidine,0.083333333
Miconazole,Nefazodone,0.083333333
Pethidine,Trimipramine,0.083333333
Ephedra,Iloperidone,0.083624201
Maprotiline,Methamphetamine,0.083624201
Agmatine,Asenapine,0.084515425
Amphetamine,Chlorpromazine,0.084515425
Amphetamine,Pramipexole,0.084515425
Amphetamine,Promazine,0.084515425
Amphetamine,Risperidone,0.084515425
Amphetamine,Ropinirole,0.084515425
Asenapine,Orphenadrine,0.084515425
Asenapine,Quinidine,0.084515425
Asenapine,Terfenadine,0.084515425
Bepridil,Chlorpromazine,0.084515425
Chlorpromazine,Ibutilide,0.084515425
Eletriptan,Nortriptyline,0.084515425
Bromocriptine,MMDA,0.085749293
Bromocriptine,Paroxetine,0.085749293
Methoxyflurane,Midazolam,0.085749293
Midazolam,Topiramate,0.085749293
MMDA,Pergolide,0.085749293
Paroxetine,Pergolide,0.085749293
Dextromethorphan,Nefazodone,0.086066297
Agmatine,Methotrimeprazine,0.086710997
Agmatine,Mirtazapine,0.086710997
Methotrimeprazine,Orphenadrine,0.086710997
Mirtazapine,Quinidine,0.086710997
Mirtazapine,Terfenadine,0.086710997
Amiodarone,Loxapine,0.087038828
Chloroprocaine,Loxapine,0.087038828
Iloperidone,Verapamil,0.087038828
Dopamine,Ephedra,0.087705802
Methadone,Quetiapine,0.087705802
Adinazolam,Methoxyflurane,0.088388348
Adinazolam,Topiramate,0.088388348
Clotiazepam,Methoxyflurane,0.088388348
Clotiazepam,Topiramate,0.088388348
Dalfampridine,Methoxyflurane,0.088388348
Halothane,Pethidine,0.088388348
Halothane,Topiramate,0.088388348
Agmatine,Mianserin,0.089087081
Chlorpromazine,Droxidopa,0.089087081
Chlorpromazine,Tramadol,0.089087081
Mianserin,Terfenadine,0.089087081
Pramipexole,Tramadol,0.089087081
Risperidone,Tramadol,0.089087081
Ropinirole,Tramadol,0.089087081
Terfenadine,Trimipramine,0.089087081
Aclidinium,Amoxapine,0.089442719
Amoxapine,Darifenacin,0.089442719
Amoxapine,Methadone,0.089442719
Amoxapine,Oxazepam,0.089442719
Amoxapine,Succinylcholine,0.089442719
Amoxapine,Tolterodine,0.089442719
Amoxapine,Trihexyphenidyl,0.089442719
Amoxapine,Umeclidinium,0.089442719
Aripiprazole,Methadone,0.089442719
Amitriptyline,Dalfampridine,0.089802651
Amitriptyline,Menthol,0.089802651
Amitriptyline,Tizanidine,0.089802651
Amitriptyline,Vernakalant,0.089802651
Iloperidone,Methamphetamine,0.090909091
Amiodarone,Zonisamide,0.091287093
Amphetamine,Chlorprothixene,0.091287093
Amphetamine,Lisuride,0.091287093
Asenapine,Doxazosin,0.091287093
Asenapine,Terazosin,0.091287093
Bepridil,Verapamil,0.091287093
Dextromethorphan,Minaprine,0.091287093
Dextromethorphan,MMDA,0.091287093
Dextromethorphan,Paroxetine,0.091287093
Dopamine,Dosulepin,0.091287093
Oxazepam,Phenobarbital,0.091287093
Vernakalant,Zonisamide,0.091287093
4-Methoxyamphetamine,Desipramine,0.09166985
Agmatine,Bromocriptine,0.09166985
Agmatine,Pergolide,0.09166985
Bromocriptine,Cinnarizine,0.09166985
Cinnarizine,Pergolide,0.09166985
Desipramine,Eletriptan,0.09166985
Amoxapine,Diazepam,0.091766294
Amoxapine,Temazepam,0.091766294
Clozapine,Memantine,0.093250481
Memantine,Ziprasidone,0.093250481
Bromazepam,Phenobarbital,0.093658581
Diazepam,Phenobarbital,0.093658581
Doxazosin,Mirtazapine,0.093658581
Flurazepam,Phenobarbital,0.093658581
Loperamide,Mirtazapine,0.093658581
Mirtazapine,Terazosin,0.093658581
Phenobarbital,Temazepam,0.093658581
Chlorpromazine,MMDA,0.094491118
Chlorpromazine,Paroxetine,0.094491118
Cinolazepam,Methoxyflurane,0.094491118
Cinolazepam,Topiramate,0.094491118
Disopyramide,Miconazole,0.094491118
Halothane,Meprobamate,0.094491118
Miconazole,Quinidine,0.094491118
Miconazole,Terfenadine,0.094491118
MMDA,Pramipexole,0.094491118
MMDA,Promazine,0.094491118
MMDA,Risperidone,0.094491118
MMDA,Ropinirole,0.094491118
Paroxetine,Pramipexole,0.094491118
Paroxetine,Risperidone,0.094491118
Paroxetine,Ropinirole,0.094491118
Amphetamine,Iloperidone,0.095346259
Amphetamine,Yohimbine,0.095346259
Bepridil,Mibefradil,0.095346259
Dopamine,Methamphetamine,0.095346259
Doxepin,Memantine,0.095346259
Doxepin,Ondansetron,0.095346259
Chlorprothixene,Nefazodone,0.096225045
Lisuride,Tramadol,0.096225045
Loperamide,Mianserin,0.096225045
Nitrazepam,Phenobarbital,0.096225045
"3,4-Methylenedioxymethamphetamine",Dextromethorphan,0.097590007
4-Methoxyamphetamine,Dextromethorphan,0.097590007
Cocaine,Dextromethorphan,0.097590007
Dextromethorphan,Orphenadrine,0.097590007
Dextromethorphan,Tenocyclidine,0.097590007
Imipramine,Memantine,0.097590007
Imipramine,Ondansetron,0.097590007
Chloroprocaine,Quetiapine,0.098058068
Chlorphenamine,Quetiapine,0.098058068
Bromocriptine,Escitalopram,0.099014754
Escitalopram,Pergolide,0.099014754
Midazolam,Phenobarbital,0.099014754
Amoxapine,Chloroprocaine,0.1
Amoxapine,Estazolam,0.1
Amoxapine,Ethanol,0.1
Amoxapine,Etizolam,0.1
Amoxapine,Hexocyclium,0.1
Amoxapine,Prazepam,0.1
Amoxapine,Procyclidine,0.1
Amoxapine,Quazepam,0.1
Amoxapine,Tizanidine,0.1
Amoxapine,Triazolam,0.1
Aripiprazole,Chloroprocaine,0.1
Aripiprazole,Chlorphenamine,0.1
Asenapine,Memantine,0.1
Bepridil,Ibutilide,0.1
Memantine,Nortriptyline,0.1
Nortriptyline,Ondansetron,0.1
Agomelatine,Loxapine,0.100503782
Amantadine,Loxapine,0.100503782
Arbutamine,Loxapine,0.100503782
Esmirtazapine,Loxapine,0.100503782
GallamineTriethiodide,Loxapine,0.100503782
Loxapine,Salmeterol,0.100503782
Loxapine,Sotalol,0.100503782
Loxapine,Tapentadol,0.100503782
Loxapine,Terbutaline,0.100503782
Paliperidone,Tramadol,0.100503782
Tramadol,Yohimbine,0.100503782
4-Methoxyamphetamine,Chlorpromazine,0.101015254
4-Methoxyamphetamine,Pramipexole,0.101015254
4-Methoxyamphetamine,Promazine,0.101015254
4-Methoxyamphetamine,Ropinirole,0.101015254
Agmatine,Pramipexole,0.101015254
Agmatine,Risperidone,0.101015254
Agmatine,Ropinirole,0.101015254
Chlorpromazine,Disopyramide,0.101015254
Chlorpromazine,Eletriptan,0.101015254
Chlorpromazine,Orphenadrine,0.101015254
Cinnarizine,Ergotamine,0.101015254
Cinnarizine,Pramipexole,0.101015254
Cinnarizine,Ropinirole,0.101015254
Cocaine,Ergotamine,0.101015254
Ergotamine,Orphenadrine,0.101015254
Orphenadrine,Promazine,0.101015254
Orphenadrine,Risperidone,0.101015254
Risperidone,Terfenadine,0.101015254
Ephedra,Zonisamide,0.101273937
Adinazolam,Phenobarbital,0.102062073
Atropine,Halothane,0.102062073
Chlorprothixene,MMDA,0.102062073
Clotiazepam,Phenobarbital,0.102062073
Estazolam,Phenobarbital,0.102062073
Eszopiclone,Halothane,0.102062073
Fludiazepam,Methoxyflurane,0.102062073
Fludiazepam,Topiramate,0.102062073
Halazepam,Methoxyflurane,0.102062073
Halazepam,Topiramate,0.102062073
Halothane,Ketazolam,0.102062073
Halothane,Phenobarbital,0.102062073
Lisuride,MMDA,0.102062073
Lisuride,Paroxetine,0.102062073
Miconazole,Phenobarbital,0.102062073
Miconazole,Thioridazine,0.102062073
Phenobarbital,Prazepam,0.102062073
Phenobarbital,Quazepam,0.102062073
Phenobarbital,Triazolam,0.102062073
Clenbuterol,Mirtazapine,0.102597835
Etorphine,Mirtazapine,0.102597835
Memantine,Methotrimeprazine,0.102597835
Methadone,Mirtazapine,0.102597835
Mirtazapine,Ondansetron,0.102597835
Agomelatine,Amitriptyline,0.103695169
Amitriptyline,Brimonidine,0.103695169
Amitriptyline,Bupropion,0.103695169
Amitriptyline,Esmirtazapine,0.103695169
Amitriptyline,Fluspirilene,0.103695169
Amitriptyline,GallamineTriethiodide,0.103695169
Amitriptyline,LevomethadylAcetate,0.103695169
Amitriptyline,Rocuronium,0.103695169
Amitriptyline,Thiothixene,0.103695169
Amitriptyline,Trimebutine,0.103695169
Amitriptyline,Verapamil,0.103695169
Chlorphenamine,Clozapine,0.104257207
Chlorphenamine,Ziprasidone,0.104257207
Agmatine,Ephedra,0.104828484
Eletriptan,Maprotiline,0.104828484
Ephedra,Orphenadrine,0.104828484
Ephedra,Rotigotine,0.104828484
Ephedra,Zuclopenthixol,0.104828484
Maprotiline,Rotigotine,0.104828484
Bepridil,Nefazodone,0.105409255
Clomipramine,Dextromethorphan,0.105409255
Dextromethorphan,Escitalopram,0.105409255
Dextromethorphan,Trazodone,0.105409255
Etorphine,Mianserin,0.105409255
Ibutilide,Nefazodone,0.105409255
Memantine,Mianserin,0.105409255
Methadone,Trimipramine,0.105409255
Mianserin,Ondansetron,0.105409255
Mianserin,Trifluoperazine,0.105409255
Propafenone,Zonisamide,0.105409255
Triflupromazine,Trimipramine,0.105409255
Doxepin,Naratriptan,0.106600358
Doxepin,Penbutolol,0.106600358
Doxepin,Pimozide,0.106600358
Doxepin,Sulpiride,0.106600358
Doxepin,Sumatriptan,0.106600358
Iloperidone,MMDA,0.106600358
Iloperidone,Paroxetine,0.106600358
Methoxyflurane,Secobarbital,0.106600358
Methoxyflurane,Thiopental,0.106600358
MMDA,Paliperidone,0.106600358
MMDA,Yohimbine,0.106600358
Paliperidone,Paroxetine,0.106600358
Paroxetine,Yohimbine,0.106600358
Secobarbital,Topiramate,0.106600358
Thiopental,Topiramate,0.106600358
Bromocriptine,Memantine,0.108465229
Desipramine,Memantine,0.108465229
Desipramine,Ondansetron,0.108465229
Desipramine,Trifluoperazine,0.108465229
Memantine,Pergolide,0.108465229
4-Methoxyamphetamine,Dosulepin,0.109108945
4-Methoxyamphetamine,Lisuride,0.109108945
4-Methoxyamphetamine,Verapamil,0.109108945
Agmatine,Lisuride,0.109108945
Agmatine,Verapamil,0.109108945
Amiodarone,Imipramine,0.109108945
Chlorprothixene,Eletriptan,0.109108945
Chlorprothixene,Orphenadrine,0.109108945
Cinnarizine,Dosulepin,0.109108945
Cinnarizine,Lisuride,0.109108945
Cinolazepam,Phenobarbital,0.109108945
Dalfampridine,Imipramine,0.109108945
Dipivefrin,Imipramine,0.109108945
Disopyramide,Verapamil,0.109108945
Dosulepin,Eletriptan,0.109108945
Dosulepin,Rotigotine,0.109108945
EllagicAcid,Midostaurin,0.109108945
Ergotamine,Tiapride,0.109108945
Imipramine,Naratriptan,0.109108945
Imipramine,Penbutolol,0.109108945
Imipramine,Sulpiride,0.109108945
Imipramine,Sumatriptan,0.109108945
Terfenadine,Verapamil,0.109108945
Verapamil,Zuclopenthixol,0.109108945
Methamphetamine,Zonisamide,0.110096377
Amoxapine,Pentobarbital,0.110940039
Amiodarone,Asenapine,0.111803399
Asenapine,Chlorphenamine,0.111803399
Barbital,Methoxyflurane,0.111803399
Barbital,Topiramate,0.111803399
Butethal,Methoxyflurane,0.111803399
Butethal,Topiramate,0.111803399
Dipivefrin,Nortriptyline,0.111803399
Dopamine,MMDA,0.111803399
Ethanol,Oxazepam,0.111803399
Halothane,Methadone,0.111803399
Miconazole,Sertindole,0.111803399
Naratriptan,Nortriptyline,0.111803399
Nortriptyline,Penbutolol,0.111803399
Nortriptyline,Pimozide,0.111803399
Nortriptyline,Sulpiride,0.111803399
Nortriptyline,Sumatriptan,0.111803399
Agomelatine,Quetiapine,0.113227703
Amantadine,Quetiapine,0.113227703
Esmirtazapine,Quetiapine,0.113227703
Fluoxetine,Quetiapine,0.113227703
GallamineTriethiodide,Quetiapine,0.113227703
Ketazolam,Pentobarbital,0.113227703
Phenylpropanolamine,Quetiapine,0.113227703
Quetiapine,Verapamil,0.113227703
Amitriptyline,Amphetamine,0.113592367
Amitriptyline,Dopamine,0.113592367
"3,4-Methylenedioxymethamphetamine",Iloperidone,0.113960576
4-Methoxyamphetamine,Iloperidone,0.113960576
4-Methoxyamphetamine,Paliperidone,0.113960576
4-Methoxyamphetamine,Yohimbine,0.113960576
Agmatine,Epinephrine,0.113960576
Agmatine,Iloperidone,0.113960576
Agmatine,Methamphetamine,0.113960576
Agmatine,Paliperidone,0.113960576
Agmatine,Yohimbine,0.113960576
Cinnarizine,Paliperidone,0.113960576
Cinnarizine,Yohimbine,0.113960576
Epinephrine,Rotigotine,0.113960576
Iloperidone,Orphenadrine,0.113960576
Iloperidone,Quinidine,0.113960576
Iloperidone,Terfenadine,0.113960576
Methamphetamine,Orphenadrine,0.113960576
Methamphetamine,Rotigotine,0.113960576
Methamphetamine,Zuclopenthixol,0.113960576
Orphenadrine,Paliperidone,0.113960576
Paliperidone,Quinidine,0.113960576
Paliperidone,Terfenadine,0.113960576
Amiodarone,Mirtazapine,0.114707867
Bromazepam,Ethanol,0.114707867
Chloroprocaine,Mirtazapine,0.114707867
Chlorphenamine,Methotrimeprazine,0.114707867
Diazepam,Ethanol,0.114707867
Ethanol,Flurazepam,0.114707867
Ethanol,Temazepam,0.114707867
Menthol,Mirtazapine,0.114707867
Mirtazapine,Naltrexone,0.114707867
Mirtazapine,Penbutolol,0.114707867
Acamprosate,Amoxapine,0.115470054
Agomelatine,Amoxapine,0.115470054
Agomelatine,Aripiprazole,0.115470054
Amantadine,Amoxapine,0.115470054
Amantadine,Aripiprazole,0.115470054
Amoxapine,Brimonidine,0.115470054
Amoxapine,Oxyphencyclimine,0.115470054
Amoxapine,Phenylpropanolamine,0.115470054
Amoxapine,Rizatriptan,0.115470054
Amoxapine,Rocuronium,0.115470054
Amoxapine,Stiripentol,0.115470054
Amoxapine,Tamsulosin,0.115470054
Amoxapine,Tapentadol,0.115470054
Amoxapine,Tiotropium,0.115470054
Amoxapine,Tridihexethyl,0.115470054
Aripiprazole,Esmirtazapine,0.115470054
Aripiprazole,Fluoxetine,0.115470054
Aripiprazole,GallamineTriethiodide,0.115470054
Aripiprazole,Phenylpropanolamine,0.115470054
Citalopram,Dextromethorphan,0.115470054
Dextromethorphan,Memantine,0.115470054
Dextromethorphan,Ondansetron,0.115470054
Dextromethorphan,Phentermine,0.115470054
Dextromethorphan,Remoxipride,0.115470054
Acepromazine,Verapamil,0.11785113
Chloroprocaine,Trimipramine,0.11785113
Dosulepin,Thioridazine,0.11785113
Escitalopram,Verapamil,0.11785113
Ethanol,Nitrazepam,0.11785113
Fludiazepam,Phenobarbital,0.11785113
Flunitrazepam,Methoxyflurane,0.11785113
Flunitrazepam,Topiramate,0.11785113
Halazepam,Phenobarbital,0.11785113
Menthol,Mianserin,0.11785113
Mianserin,Naltrexone,0.11785113
Mianserin,Penbutolol,0.11785113
Penbutolol,Trimipramine,0.11785113
Pimozide,Trimipramine,0.11785113
Sulpiride,Trimipramine,0.11785113
Trazodone,Verapamil,0.11785113
Dextromethorphan,Mirtazapine,0.118469776
"3,4-Methylenedioxymethamphetamine",Dopamine,0.119522861
4-Methoxyamphetamine,Dopamine,0.119522861
Amphetamine,Cinnarizine,0.119522861
Amphetamine,Orphenadrine,0.119522861
Amphetamine,Phenelzine,0.119522861
Amphetamine,Rotigotine,0.119522861
Amphetamine,Zuclopenthixol,0.119522861
Bepridil,Cinnarizine,0.119522861
Bepridil,Disopyramide,0.119522861
Bepridil,Quinidine,0.119522861
Bepridil,Terfenadine,0.119522861
Chlorpromazine,Memantine,0.119522861
Chlorpromazine,Ondansetron,0.119522861
Cinnarizine,Dopamine,0.119522861
Cinnarizine,Ibutilide,0.119522861
Citalopram,Pramipexole,0.119522861
Citalopram,Ropinirole,0.119522861
Cocaine,Dopamine,0.119522861
Disopyramide,Ibutilide,0.119522861
Ergotamine,Memantine,0.119522861
Ergotamine,Phentermine,0.119522861
Ergotamine,Triflupromazine,0.119522861
Fenoldopam,Promazine,0.119522861
Ibutilide,Terfenadine,0.119522861
Memantine,Pramipexole,0.119522861
Memantine,Promazine,0.119522861
Memantine,Risperidone,0.119522861
Memantine,Ropinirole,0.119522861
Ondansetron,Risperidone,0.119522861
Pramipexole,Trifluoperazine,0.119522861
Ropinirole,Trifluoperazine,0.119522861
Agomelatine,Clozapine,0.120385853
Agomelatine,Ziprasidone,0.120385853
Amantadine,Clozapine,0.120385853
Amantadine,Ziprasidone,0.120385853
Clozapine,Esmirtazapine,0.120385853
Clozapine,Fluoxetine,0.120385853
Clozapine,GallamineTriethiodide,0.120385853
Clozapine,Phenylpropanolamine,0.120385853
Clozapine,Rizatriptan,0.120385853
Clozapine,Rocuronium,0.120385853
Esmirtazapine,Ziprasidone,0.120385853
Fluoxetine,Ziprasidone,0.120385853
GallamineTriethiodide,Ziprasidone,0.120385853
Phenylpropanolamine,Ziprasidone,0.120385853
Rocuronium,Ziprasidone,0.120385853
Amoxapine,Butalbital,0.120604538
Amoxapine,Epinephrine,0.120604538
Amoxapine,Talbutal,0.120604538
Amiodarone,Desipramine,0.121267813
Desipramine,Dipivefrin,0.121267813
Desipramine,Naratriptan,0.121267813
Desipramine,Pimozide,0.121267813
Desipramine,Sulpiride,0.121267813
Desipramine,Sumatriptan,0.121267813
Ethanol,Midazolam,0.121267813
Dextromethorphan,Mianserin,0.121716124
Acebutolol,Loxapine,0.123091491
Agomelatine,Doxepin,0.123091491
Amantadine,Doxepin,0.123091491
Astemizole,Loxapine,0.123091491
Betahistine,Loxapine,0.123091491
Betaxolol,Loxapine,0.123091491
Biperiden,Loxapine,0.123091491
Bupropion,Doxepin,0.123091491
Butalbital,Ketazolam,0.123091491
Carphenazine,Doxepin,0.123091491
Clomipramine,Iloperidone,0.123091491
Cyclizine,Loxapine,0.123091491
Dapiprazole,Loxapine,0.123091491
Donepezil,Loxapine,0.123091491
Doxacuriumchloride,Loxapine,0.123091491
Doxazosin,Iloperidone,0.123091491
Doxazosin,Paliperidone,0.123091491
Doxepin,Esmirtazapine,0.123091491
Doxepin,Fluphenazine,0.123091491
Doxepin,GallamineTriethiodide,0.123091491
Doxepin,Haloperidol,0.123091491
Doxepin,Perphenazine,0.123091491
Doxepin,Rocuronium,0.123091491
Doxepin,Tapentadol,0.123091491
Doxepin,Thiethylperazine,0.123091491
Doxepin,Verapamil,0.123091491
Epinephrine,Escitalopram,0.123091491
Escitalopram,Paliperidone,0.123091491
Ethopropazine,Loxapine,0.123091491
Iloperidone,Terazosin,0.123091491
Isometheptene,Loxapine,0.123091491
Ketazolam,Secobarbital,0.123091491
Ketazolam,Talbutal,0.123091491
Ketazolam,Thiopental,0.123091491
Ketotifen,Loxapine,0.123091491
Levobunolol,Loxapine,0.123091491
Loxapine,Moxonidine,0.123091491
Loxapine,Nebivolol,0.123091491
Loxapine,Oxprenolol,0.123091491
Loxapine,Salbutamol,0.123091491
Loxapine,Tesmilifene,0.123091491
Loxapine,Tetrabenazine,0.123091491
Paliperidone,Terazosin,0.123091491
Brexpiprazole,Ephedra,0.124034735
Citalopram,Ephedra,0.124034735
Ephedra,Lurasidone,0.124034735
Ephedra,Nortriptyline,0.124034735
Maprotiline,Memantine,0.124034735
Maprotiline,Phentermine,0.124034735
Maprotiline,Trifluoperazine,0.124034735
Adinazolam,Ethanol,0.125
Amiloride,Diclofenac,0.125
Amiodarone,Miconazole,0.125
Chloroprocaine,Halothane,0.125
Clotiazepam,Ethanol,0.125
Clotrimazole,Halothane,0.125
Dexamethasone,Miconazole,0.125
Estazolam,Ethanol,0.125
Ethanol,Prazepam,0.125
Ethanol,Quazepam,0.125
Ethanol,Triazolam,0.125
Etizolam,Halothane,0.125
Flumazenil,Halothane,0.125
Halothane,Miconazole,0.125
Miconazole,Pimozide,0.125
Miconazole,Sulfinpyrazone,0.125
Miconazole,Vernakalant,0.125
4-Methoxyamphetamine,Tramadol,0.125988158
Agmatine,Droxidopa,0.125988158
Agomelatine,Imipramine,0.125988158
Amantadine,Imipramine,0.125988158
Carphenazine,Imipramine,0.125988158
Disopyramide,Nefazodone,0.125988158
Disopyramide,Tramadol,0.125988158
Dofetilide,Imipramine,0.125988158
Droxidopa,Rotigotine,0.125988158
Eletriptan,Nefazodone,0.125988158
Esmirtazapine,Imipramine,0.125988158
Flecainide,Imipramine,0.125988158
Fluphenazine,Imipramine,0.125988158
GallamineTriethiodide,Imipramine,0.125988158
Haloperidol,Imipramine,0.125988158
Imipramine,Perphenazine,0.125988158
Imipramine,Propafenone,0.125988158
Imipramine,Rocuronium,0.125988158
Imipramine,Sotalol,0.125988158
Imipramine,Tapentadol,0.125988158
Imipramine,Thiethylperazine,0.125988158
Nefazodone,Orphenadrine,0.125988158
Nefazodone,Rotigotine,0.125988158
Nefazodone,Terfenadine,0.125988158
Terfenadine,Tramadol,0.125988158
Amitriptyline,Astemizole,0.127000127
Amitriptyline,Betahistine,0.127000127
Amitriptyline,Biperiden,0.127000127
Amitriptyline,Buspirone,0.127000127
Amitriptyline,Cyclizine,0.127000127
Amitriptyline,Diclofenac,0.127000127
Amitriptyline,Diethylpropion,0.127000127
Amitriptyline,Donepezil,0.127000127
Amitriptyline,Doxacuriumchloride,0.127000127
Amitriptyline,Droperidol,0.127000127
Amitriptyline,Ethopropazine,0.127000127
Amitriptyline,Guanfacine,0.127000127
Amitriptyline,Isometheptene,0.127000127
Amitriptyline,Ketotifen,0.127000127
Amitriptyline,Lisdexamfetamine,0.127000127
Amitriptyline,Mesoridazine,0.127000127
Amitriptyline,Modafinil,0.127000127
Amitriptyline,Moxonidine,0.127000127
Amitriptyline,Pethidine,0.127000127
Amitriptyline,Phenmetrazine,0.127000127
Amitriptyline,Sertraline,0.127000127
Amitriptyline,Sibutramine,0.127000127
Amitriptyline,Tesmilifene,0.127000127
Acamprosate,Oxazepam,0.129099445
Acepromazine,Amphetamine,0.129099445
Agomelatine,Asenapine,0.129099445
Agomelatine,Nortriptyline,0.129099445
Amantadine,Asenapine,0.129099445
Amantadine,Nortriptyline,0.129099445
Amphetamine,Cariprazine,0.129099445
Amphetamine,Perospirone,0.129099445
Amphetamine,Thioridazine,0.129099445
Amphetamine,Tiapride,0.129099445
Amphetamine,Trazodone,0.129099445
Asenapine,Benzatropine,0.129099445
Asenapine,Esmirtazapine,0.129099445
Asenapine,Fluoxetine,0.129099445
Asenapine,Phendimetrazine,0.129099445
Asenapine,Propafenone,0.129099445
Asenapine,Rizatriptan,0.129099445
Asenapine,Tamsulosin,0.129099445
Barbital,Ketazolam,0.129099445
Bepridil,Doxazosin,0.129099445
Bepridil,Melatonin,0.129099445
Bepridil,Terazosin,0.129099445
Bepridil,Thioridazine,0.129099445
Bupropion,Nortriptyline,0.129099445
Butethal,Ketazolam,0.129099445
