Aceclofenac,ProstaglandinG/Hsynthase1,Inhibitor
Acepromazine,D(2)dopaminereceptor,Antagonist
Acepromazine,D(1A)dopaminereceptor,Antagonist
Acepromazine,5-hydroxytryptaminereceptor2A,Antagonist
Acepromazine,5-hydroxytryptaminereceptor1A,Antagonist
Acepromazine,Alpha-1Aadrenergicreceptor,Antagonist
Acepromazine,Alpha-1Badrenergicreceptor,Antagonist
Aceprometazine,HistamineH1receptor,Antagonist
Acetazolamide,Carbonicanhydrase1,Inhibitor
Acetazolamide,Carbonicanhydrase2,Inhibitor
Acetazolamide,Carbonicanhydrase4,Inhibitor
Acetazolamide,Carbonicanhydrase12,Inhibitor
Acetazolamide,Carbonicanhydrase14,Inhibitor
Acetazolamide,Carbonicanhydrase3,Inhibitor
Acetazolamide,Carbonicanhydrase7,Inhibitor
Acetazolamide,Aquaporin-1,Inhibitor
AcetohydroxamicAcid,Ureasesubunitalpha,Inhibitor
AcetohydroxamicAcid,Macrophagemetalloelastase,Inhibitor
Acetophenazine,D(2)dopaminereceptor,Antagonist
Acetophenazine,D(1A)dopaminereceptor,Antagonist
Acetyldigitoxin,Sodium/potassium-transportingATPasesubunitalpha-1,Inhibitor
Acetylsalicylicacid,ProstaglandinG/Hsynthase1,Inhibitor
Acetylsalicylicacid,ProstaglandinG/Hsynthase2,Inhibitor
Acetylsalicylicacid,Aldo-ketoreductasefamily1memberC1,Inhibitor
Acetylsalicylicacid,5'-AMP-activatedproteinkinase,Activator
Acetylsalicylicacid,Endothelin-1receptor,Acetylation
Acetylsalicylicacid,Inhibitorofnuclearfactorkappa-Bkinasesubunitbeta,Binding
Acetylsalicylicacid,Cellulartumorantigenp53,Antagonist
Aciclovir,DNApolymerasecatalyticsubunit,Inhibitor
Aciclovir,DNApolymerasecatalyticsubunit,Inhibitor
Aciclovir,Thymidinekinase,Potentiator
Aclidinium,MuscarinicacetylcholinereceptorM1,Antagonist
Aclidinium,MuscarinicacetylcholinereceptorM2,Antagonist
Aclidinium,MuscarinicacetylcholinereceptorM3,Antagonist
Aclidinium,MuscarinicacetylcholinereceptorM4,Antagonist
Aclidinium,MuscarinicacetylcholinereceptorM5,Antagonist
Adapalene,Retinoicacidreceptorgamma,Agonist
Adapalene,Retinoicacidreceptorbeta,Agonist
Adapalene,RetinoicacidreceptorRXR-gamma,Agonist
Adapalene,RetinoicacidreceptorRXR-beta,Agonist
Adapalene,Retinoicacidreceptoralpha,Agonist
Adapalene,RetinoicacidreceptorRXR-alpha,unknown
Ademetionine,GlycineN-methyltransferase,Cofactor
Ademetionine,S-adenosylmethioninedecarboxylaseproenzyme,Cofactor
Ademetionine,S-adenosylmethioninesynthaseisoformtype-2,Cofactor
Ademetionine,Cystathioninebeta-synthase,Activator
Ademetionine,S-adenosylmethioninesynthaseisoformtype-1,Cofactor
Ademetionine,CatecholO-methyltransferase,Cofactor
Adenosine,AdenosinereceptorA2a,Agonist
Adenosine,AdenosinereceptorA2b,Agonist
Adenosine,AdenosinereceptorA3,Agonist
Adenosine,AdenosinereceptorA1,Agonist
Adinazolam,Gamma-aminobutyricacidreceptorsubunitalpha-1,Potentiator
Adinazolam,Gamma-aminobutyricacidreceptorsubunitalpha-2,Potentiator
Adinazolam,Gamma-aminobutyricacidreceptorsubunitalpha-3,Potentiator
Adinazolam,Gamma-aminobutyricacidreceptorsubunitalpha-5,Potentiator
Adinazolam,Gamma-aminobutyricacidreceptorsubunitgamma-1,Potentiator
Adinazolam,Gamma-aminobutyricacidreceptorsubunitgamma-2,Potentiator
Adinazolam,Gamma-aminobutyricacidreceptorsubunitgamma-3,Potentiator
Adinazolam,Gamma-aminobutyricacidreceptorsubunitbeta-1,Potentiator
Adinazolam,Gamma-aminobutyricacidreceptorsubunitbeta-2,Potentiator
Adinazolam,Gamma-aminobutyricacidreceptorsubunitbeta-3,Potentiator
Adinazolam,Gamma-aminobutyricacidreceptorsubunitdelta,Potentiator
Adinazolam,Gamma-aminobutyricacidreceptorsubunitepsilon,Potentiator
Adinazolam,Gamma-aminobutyricacidreceptorsubunitpi,Potentiator
Adinazolam,Gamma-aminobutyricacidreceptorsubunitrho-1,Potentiator
Adinazolam,Gamma-aminobutyricacidreceptorsubunitrho-2,Potentiator
Adinazolam,Gamma-aminobutyricacidreceptorsubunitrho-3,Potentiator
Adipiplon,GABA-Areceptor(benzodiazepinesite)(ProteinGroup),Partialagonist
Agmatine,Alpha-2Cadrenergicreceptor,Agonist
Agmatine,Nischarin,Agonist
Agmatine,Acetylcholinereceptorsubunitalpha,Antagonist
Agmatine,"Glutamatereceptorionotropic,NMDA1",Antagonist
Agmatine,ATP-sensitiveinwardrectifierpotassiumchannel1,Antagonist
Agmatine,Voltage-dependentN-typecalciumchannelsubunitalpha-1B,Antagonist
Agmatine,Acid-sensingionchannel3,Agonist
Agomelatine,5-hydroxytryptaminereceptor2C,Antagonist
Agomelatine,Melatoninreceptortype1A,Agonist
Agomelatine,Melatoninreceptortype1B,Agonist
Ajmaline,Sodiumchannelproteintype5subunitalpha,Inhibitor
Albiglutide,Glucagon-likepeptide1receptor,Agonist
Alcaftadine,HistamineH1receptor,Antagonist
Alclofenac,ProstaglandinG/Hsynthase2,Antagonist
Alectinib,ALKtyrosinekinasereceptor,Inhibitor
Alefacept,T-cellsurfaceantigenCD2,Inhibitor
Aleglitazar,Peroxisomeproliferator-activatedreceptoralpha,Agonist
Aleglitazar,Peroxisomeproliferator-activatedreceptorgamma,Agonist
Alfentanil,Mu-typeopioidreceptor,Agonist
Alimemazine,HistamineH1receptor,Antagonist
Alirocumab,Proproteinconvertasesubtilisin/kexintype9,Inhibitor
Aliskiren,Renin,Inhibitor
Almitrine,Sodium/potassium-transportingATPasesubunitalpha-1,Binder
Almotriptan,5-hydroxytryptaminereceptor1D,Agonist
Almotriptan,5-hydroxytryptaminereceptor1B,Agonist
Alosetron,5-hydroxytryptaminereceptor3A,Antagonist
Alprazolam,GABA-Areceptor(anionchannel)(ProteinGroup),Positiveallostericmodulator
Alprostadil,ProstaglandinE2receptorEP2subtype,Agonist
Alprostadil,ProstaglandinE2receptorEP1subtype,Agonist
Alprostadil,ProstaglandinD2receptor2,Agonist
Alvimopan,Mu-typeopioidreceptor,Antagonist
Alvimopan,Kappa-typeopioidreceptor,Antagonist
Alvimopan,Delta-typeopioidreceptor,Antagonist
Amantadine,Matrixprotein2,Inhibitor
Amantadine,"Glutamatereceptorionotropic,NMDA3A",Antagonist
Amantadine,D(2)dopaminereceptor,Agonist
Amdinocillin,Penicillin-bindingprotein2a,Inhibitor
Amdinocillin,Penicillin-bindingprotein2,Inhibitor
Amdinocillin,Penicillin-bindingprotein3,Inhibitor
Amdinocillin,Penicillin-bindingprotein1A,Inhibitor
Amdinocillin,Penicillin-bindingprotein2B,Inhibitor
Amdinocillin,Penicillin-bindingprotein1b,Inhibitor
Amifostine,Ectonucleotidepyrophosphatase/phosphodiesterasefamilymember1,Inducer
Amifostine,"Alkalinephosphatase,placental-like",Inducer
Amiloride,Amiloride-sensitivesodiumchannelsubunitbeta,Inhibitor
Amiloride,Amiloride-sensitivesodiumchannelsubunitgamma,Inhibitor
Amiloride,Amiloride-sensitivesodiumchannelsubunitdelta,Inhibitor
Amiloride,Amiloride-sensitiveamineoxidase[copper-containing],Inhibitor
Amiloride,Acid-sensingionchannel2,Inhibitor
Amiloride,Acid-sensingionchannel1,Inhibitor
Amiloride,Sodium/hydrogenexchanger1,Inhibitor
Amiloride,Urokinase-typeplasminogenactivator,Inhibitor
AminocaproicAcid,Plasminogen,Inhibitor
AminocaproicAcid,Tissue-typeplasminogenactivator,Antagonist
AminocaproicAcid,Apolipoprotein(a),Other
Aminoglutethimide,CytochromeP45019A1,Inhibitor
Aminoglutethimide,"Cholesterolside-chaincleavageenzyme,mitochondrial",Inhibitor
Aminophylline,"cGMP-inhibited3',5'-cyclicphosphodiesteraseA",Inhibitor
Aminophylline,AdenosinereceptorA1,Antagonist
Aminophylline,Histonedeacetylase2,Activator
AminosalicylicAcid,ProstaglandinG/Hsynthase2,Inhibitor
AminosalicylicAcid,Inhibitorofnuclearfactorkappa-Bkinasesubunitalpha,Inhibitor
AminosalicylicAcid,Arachidonate5-lipoxygenase,Inhibitor
AminosalicylicAcid,GroupIIEsecretoryphospholipaseA2,Unknown
AminosalicylicAcid,2-amino-4-hydroxy-6-hydroxymethyldihydropteridinepyrophosphokinase,Unknown
Amiodarone,Potassiumvoltage-gatedchannelsubfamilyHmember2,Inhibitor
Amiodarone,Beta-1adrenergicreceptor,Antagonist
Amiodarone,Voltage-dependentT-typecalciumchannelsubunitalpha-1H,Inhibitor
Amiodarone,Voltage-dependentcalciumchannelsubunitalpha-2/delta-2,Inhibitor
Amisulpride,D(2)dopaminereceptor,Antagonist
Amisulpride,D(3)dopaminereceptor,Antagonist
Amisulpride,5-hydroxytryptaminereceptor7,Antagonist
Amisulpride,5-hydroxytryptaminereceptor2A,Antagonist
Amitriptyline,Sodium-dependentnoradrenalinetransporter,Inhibitor
Amitriptyline,Sodium-dependentserotonintransporter,Inhibitor
Amitriptyline,5-hydroxytryptaminereceptor2A,Antagonist
Amitriptyline,5-hydroxytryptaminereceptor1A,Inhibitor
Amitriptyline,Delta-typeopioidreceptor,Agonist
Amitriptyline,Kappa-typeopioidreceptor,Agonist
Amitriptyline,Highaffinitynervegrowthfactorreceptor,Agonist
Amitriptyline,BDNF/NT-3growthfactorsreceptor,Agonist
Amitriptyline,Alpha-1Aadrenergicreceptor,Antagonist
Amitriptyline,Alpha-1Dadrenergicreceptor,Antagonist
Amitriptyline,Alpha-2Aadrenergicreceptor,Antagonist
Amitriptyline,HistamineH1receptor,Antagonist
Amitriptyline,MuscarinicacetylcholinereceptorM1,Antagonist
Amitriptyline,MuscarinicacetylcholinereceptorM2,Antagonist
Amitriptyline,MuscarinicacetylcholinereceptorM3,Antagonist
Amitriptyline,MuscarinicacetylcholinereceptorM4,Antagonist
Amitriptyline,MuscarinicacetylcholinereceptorM5,Antagonist
Amitriptyline,Potassiumvoltage-gatedchannelsubfamilyKQTmember2,Inhibitor
Amitriptyline,Potassiumvoltage-gatedchannelsubfamilyAmember1,Inhibitor
Amitriptyline,Potassiumvoltage-gatedchannelsubfamilyDmember3,Inhibitor
Amitriptyline,HistamineH2receptor,Blocker
Amitriptyline,HistamineH4receptor,Binder
Amitriptyline,Sigmanon-opioidintracellularreceptor1,Agonist
Amitriptyline,5-hydroxytryptaminereceptor2C,Binder
Amitriptyline,Alpha-1Badrenergicreceptor,Antagonist
Amitriptyline,5-hydroxytryptaminereceptor7,Antagonist
Amitriptyline,5-hydroxytryptaminereceptor1D,Binder
Amitriptyline,Mu-typeopioidreceptor,Binder
Amitriptyline,5-hydroxytryptaminereceptor1B,Binder
Amitriptyline,5-hydroxytryptaminereceptor6,Antagonist
Amitriptyline,Potassiumvoltage-gatedchannelsubfamilyKQTmember3,Binder
Amlexanox,ProteinS100-A12,Antagonist
Amlexanox,ProteinS100-A13,Antagonist
Amlexanox,Interleukin-3,Antagonist
Amlexanox,Fibroblastgrowthfactor1,Inhibitor
Amoxapine,Sodium-dependentnoradrenalinetransporter,Inhibitor
Amoxapine,Sodium-dependentserotonintransporter,Inhibitor
Amoxapine,D(2)dopaminereceptor,Antagonist
Amoxapine,D(1A)dopaminereceptor,Antagonist
Amoxapine,Alpha-2Aadrenergicreceptor,Antagonist
Amoxapine,Alpha-1Aadrenergicreceptor,Antagonist
Amoxapine,MuscarinicacetylcholinereceptorM1,Antagonist
Amoxapine,Gamma-aminobutyricacidreceptorsubunitalpha-1,Antagonist
Amoxapine,5-hydroxytryptaminereceptor2A,Antagonist
Amoxapine,5-hydroxytryptaminereceptor2C,Antagonist
Amoxapine,5-hydroxytryptaminereceptor6,Antagonist
Amoxapine,5-hydroxytryptaminereceptor7,Antagonist
Amoxapine,D(3)dopaminereceptor,Antagonist
Amoxapine,D(4)dopaminereceptor,Antagonist
Amoxapine,HistamineH1receptor,Antagonist
Amoxapine,Alpha-1adrenergicreceptors(ProteinGroup),Antagonist
Amoxapine,Muscarinicacetylcholinereceptor(ProteinGroup),Antagonist
Amoxapine,5-hydroxytryptaminereceptor2B,Antagonist
Amoxapine,5-hydroxytryptaminereceptor3A,Antagonist
Amoxapine,5-hydroxytryptaminereceptor1A,Antagonist
Amoxapine,5-hydroxytryptaminereceptor1B,Antagonist
Amoxapine,Alpha-2adrenergicreceptors(ProteinGroup),Antagonist
Amoxapine,HistamineH4receptor,Binder
Amoxapine,GABA-Areceptor(anionchannel)(ProteinGroup),Binder
Amoxapine,Sodium-dependentdopaminetransporter,Binder
Amoxicillin,Penicillin-bindingprotein1A,Inhibitor
Amphetamine,Synapticvesicularaminetransporter,Inhibitor
Amphetamine,Sodium-dependentdopaminetransporter,Negativemodulator
Amphetamine,Cocaine-andamphetamine-regulatedtranscriptprotein,Agonist
Amphetamine,Traceamine-associatedreceptor1,Agonist
Amphetamine,Sodium-dependentnoradrenalinetransporter,Stimulator
Amphetamine,Alphaadrenergicreceptor(ProteinGroup),Agonist
Amphetamine,Betaadrenergicreceptor(ProteinGroup),Agonist
Amphetamine,D(2)dopaminereceptor,Binder
Amphetamine,Amineoxidase[flavin-containing]B,Binder
Amphetamine,Sodium-dependentserotonintransporter,Inhibitor
AmylNitrite,Atrialnatriureticpeptidereceptor1,Agonist
Anagrelide,"cGMP-inhibited3',5'-cyclicphosphodiesteraseA",Inhibitor
Anastrozole,CytochromeP45019A1,Inhibitor
Anidulafungin,"1,3-beta-glucansynthasecomponentFKS1",Inhibitor
Anisindione,VitaminK-dependentgamma-carboxylase,Inhibitor
Antipyrine,ProstaglandinG/Hsynthase2,Inhibitor
Antipyrine,ProstaglandinG/Hsynthase1,Inhibitor
Antrafenine,ProstaglandinG/Hsynthase1,Inhibitor
Antrafenine,ProstaglandinG/Hsynthase2,Inhibitor
Apremilast,"cAMP-specific3',5'-cyclicphosphodiesterase4D",Antagonist
Apremilast,"cAMP-specific3',5'-cyclicphosphodiesterase4A",Antagonist
Apremilast,"cAMP-specific3',5'-cyclicphosphodiesterase4B",Antagonist
Aprepitant,Substance-Preceptor,Antagonist
ArbaclofenPlacarbil,Gamma-aminobutyricacidtypeBreceptorsubunit1,Agonist
ArbaclofenPlacarbil,Gamma-aminobutyricacidtypeBreceptorsubunit2,Agonist
Arbutamine,Beta-1adrenergicreceptor,Agonist
Arbutamine,Beta-2adrenergicreceptor,Agonist
Arbutamine,Beta-3adrenergicreceptor,Agonist
Aripiprazole,5-hydroxytryptaminereceptor2A,Antagonist
Aripiprazole,D(2)dopaminereceptor,AntagonistPartialagonist
Aripiprazole,5-hydroxytryptaminereceptor1A,AntagonistPartialagonist
Aripiprazole,5-hydroxytryptaminereceptor1B,Antagonist
Aripiprazole,5-hydroxytryptaminereceptor1D,Antagonist
Aripiprazole,5-hydroxytryptaminereceptor1E,Antagonist
Aripiprazole,5-hydroxytryptaminereceptor2C,Antagonist
Aripiprazole,5-hydroxytryptaminereceptor3A,Antagonist
Aripiprazole,5-hydroxytryptaminereceptor6,Antagonist
Aripiprazole,5-hydroxytryptaminereceptor7,Antagonist
Aripiprazole,D(1A)dopaminereceptor,AntagonistPartialagonist
Aripiprazole,D(1B)dopaminereceptor,AntagonistPartialagonist
Aripiprazole,D(3)dopaminereceptor,AntagonistPartialagonist
Aripiprazole,D(4)dopaminereceptor,AntagonistPartialagonist
Aripiprazole,HistamineH1receptor,Antagonist
Aripiprazole,Alpha-1Aadrenergicreceptor,Antagonist
Aripiprazole,Alpha-1Badrenergicreceptor,Antagonist
Aripiprazole,Alpha-2Aadrenergicreceptor,Antagonist
Aripiprazole,Alpha-2Badrenergicreceptor,Antagonist
Aripiprazole,Alpha-2Cadrenergicreceptor,Antagonistunknown
Aripiprazole,MuscarinicacetylcholinereceptorM1,Antagonist
Aripiprazole,MuscarinicacetylcholinereceptorM2,Antagonist
Aripiprazole,MuscarinicacetylcholinereceptorM3,Antagonist
Aripiprazole,MuscarinicacetylcholinereceptorM4,Antagonist
Aripiprazole,MuscarinicacetylcholinereceptorM5,Antagonist
Armodafinil,Sodium-dependentdopaminetransporter,AntagonistInhibitor
Arsenictrioxide,Inhibitorofnuclearfactorkappa-Bkinasesubunitbeta,Inducer
Arsenictrioxide,"Thioredoxinreductase1,cytoplasmic",Inhibitor
Arsenictrioxide,TranscriptionfactorAP-1,Inducer
Arsenictrioxide,G1/S-specificcyclin-D1,Antagonist
Arsenictrioxide,Mitogen-activatedproteinkinase3,Inducer
Arsenictrioxide,Mitogen-activatedproteinkinase1,Inducer
Arsenictrioxide,RAC-alphaserine/threonine-proteinkinase,Inducer
Artesunate,MalariaproteinEXP-1,Inhibitor
Asenapine,D(2)dopaminereceptor,Antagonist
Asenapine,5-hydroxytryptaminereceptor2A,Antagonist
Asenapine,5-hydroxytryptaminereceptor1A,Antagonist
Asenapine,5-hydroxytryptaminereceptor1B,Antagonist
Asenapine,5-hydroxytryptaminereceptor2B,Antagonist
Asenapine,5-hydroxytryptaminereceptor2C,Antagonist
Asenapine,5-hydroxytryptaminereceptor5A,Antagonist
Asenapine,5-hydroxytryptaminereceptor6,Antagonist
Asenapine,5-hydroxytryptaminereceptor7,Antagonist
Asenapine,Alpha-2Aadrenergicreceptor,Antagonist
Asenapine,Alpha-2Badrenergicreceptor,Antagonist
Asenapine,Alpha-2Cadrenergicreceptor,Antagonist
Asenapine,Alpha-1Aadrenergicreceptor,Antagonist
Asenapine,D(1A)dopaminereceptor,Antagonist
Asenapine,D(3)dopaminereceptor,Antagonist
Asenapine,D(4)dopaminereceptor,Antagonist
Asenapine,HistamineH1receptor,Antagonist
Asenapine,HistamineH2receptor,Antagonist
Asenapine,Beta-1adrenergicreceptor,Antagonist
Asenapine,Beta-2adrenergicreceptor,Antagonist
AsfotaseAlfa,Sphingosine1-phosphatereceptor1,Agonist
AsfotaseAlfa,Pyrophosphate,Ligand
Astemizole,HistamineH1receptor,Antagonist
Astemizole,Potassiumvoltage-gatedchannelsubfamilyHmember2,Inhibitor
Atazanavir,Humanimmunodeficiencyvirustype1protease,Inhibitor
Atenolol,Beta-1adrenergicreceptor,Antagonist
Atomoxetine,Sodium-dependentnoradrenalinetransporter,Binder
Atomoxetine,Sodium-dependentserotonintransporter,Blocker
Atorvastatin,3-hydroxy-3-methylglutaryl-coenzymeAreductase,Inhibitor
Atorvastatin,Dipeptidylpeptidase4,Inhibitor
Atorvastatin,Arylhydrocarbonreceptor,Agonist
Atovaquone,Cytochromeb,Inhibitor
Atovaquone,"Dihydroorotatedehydrogenase(quinone),mitochondrial",Inhibitor
Atovaquone,"Dihydroorotatedehydrogenase(quinone),mitochondrial",Inhibitor
Atropine,MuscarinicacetylcholinereceptorM1,Antagonist
Atropine,MuscarinicacetylcholinereceptorM2,Antagonist
Atropine,MuscarinicacetylcholinereceptorM3,Antagonist
Atropine,MuscarinicacetylcholinereceptorM4,Antagonist
Atropine,MuscarinicacetylcholinereceptorM5,Antagonist
Atropine,Glycinereceptorsubunitalpha-1,Antagonist
Avibactam,Beta-lactamaseTEM,Inhibitor
Avibactam,Beta-lactamaseCTX-M,Inhibitor
Avibactam,Beta-lactamaseAmpC,Inhibitor
Avibactam,Beta-lactamaseSHV-1,Inhibitor
Avibactam,Beta-lactamaseSHV-2,Inhibitor
Avibactam,Beta-lactamaseSHV-1,Inhibitor
Avibactam,ClassDOXA-48carbapenemase,Inhibitor
Avibactam,Carbapenem-hydrolyzingbeta-lactamaseKPC,Inhibitor
Avibactam,Beta-lactamaseCTX-M-15,Inhibitor
Avibactam,Extended-spectrumbeta-lactamasePER-1,Inhibitor
Azathioprine,Hypoxanthine-guaninephosphoribosyltransferase,Inhibitor
Azilsartanmedoxomil,Type-1angiotensinIIreceptor,Antagonist
Bacitracin,C55-isoprenylpyrophosphate,Antagonist
Bacitracin,Insulin-degradingenzyme,Inhibitor
Bacitracin,Alpha-2-macroglobulin,Inhibitor
Baclofen,Gamma-aminobutyricacidtypeBreceptorsubunit1,Agonist
Baclofen,Gamma-aminobutyricacidtypeBreceptorsubunit2,Agonist
Balsalazide,Peroxisomeproliferator-activatedreceptorgamma,Agonist
Balsalazide,ProstaglandinG/Hsynthase2,Inhibitor
Balsalazide,ProstaglandinG/Hsynthase1,Inhibitor
Balsalazide,Arachidonate5-lipoxygenase,Inhibitor
Barbital,Gamma-aminobutyricacidreceptorsubunitalpha-1,Potentiator
Barbital,Gamma-aminobutyricacidreceptorsubunitalpha-2,Potentiator
Barbital,Gamma-aminobutyricacidreceptorsubunitalpha-3,Potentiator
Barbital,Gamma-aminobutyricacidreceptorsubunitalpha-4,Potentiator
Barbital,Gamma-aminobutyricacidreceptorsubunitalpha-5,Potentiator
Barbital,Gamma-aminobutyricacidreceptorsubunitalpha-6,Potentiator
Barbital,Neuronalacetylcholinereceptorsubunitalpha-4,Antagonist
Barbital,Neuronalacetylcholinereceptorsubunitalpha-7,Antagonist
Barbital,Glutamatereceptor2,Antagonist
Barbital,"Glutamatereceptorionotropic,kainate2",Antagonist
Bazedoxifene,Estrogenreceptoralpha,AntagonistAgonist
Beclomethasonedipropionate,Glucocorticoidreceptor,Agonist
Bedaquiline,ATPsynthasesubunitc,Inhibitor
Belinostat,Histonedeacetylase(ProteinGroup),Inhibitor
Benzathinebenzylpenicillin,Penicillin-bindingprotein2,Binding
Benzathinebenzylpenicillin,Beta-lactam-induciblepenicillin-bindingprotein,Binding
Benzatropine,MuscarinicacetylcholinereceptorM1,Antagonist
Benzatropine,Sodium-dependentdopaminetransporter,Inhibitor
Benzatropine,HistamineH1receptor,Antagonist
Benzonatate,Sodiumchannelproteintype5subunitalpha,Antagonist
Benzylpenicillin,Penicillin-bindingprotein3,Inhibitor
Bepridil,Voltage-dependentP/Q-typecalciumchannelsubunitalpha-1A,Inhibitor
Bepridil,Voltage-dependentT-typecalciumchannelsubunitalpha-1H,Inhibitor
Bepridil,Voltage-dependentcalciumchannelsubunitalpha-2/delta-2,Inhibitor
Bepridil,Sodium/potassium-transportingATPasesubunitalpha-1,Inhibitor
Bepridil,Potassiumvoltage-gatedchannelsubfamilyKQTmember1,Inhibitor
Bepridil,"TroponinC,slowskeletalandcardiacmuscles",Other
Bepridil,Calmodulin,Binder
Bepridil,"Calcium/calmodulin-dependent3',5'-cyclicnucleotidephosphodiesterase1B",Inhibitor
Bepridil,"Calcium/calmodulin-dependent3',5'-cyclicnucleotidephosphodiesterase1A",Inhibitor
Bepridil,Potassiumvoltage-gatedchannelsubfamilyHmember2,Inhibitor
Betahistine,HistamineH1receptor,Agonist
Betahistine,HistamineH3receptor,Antagonist
Betaxolol,Beta-1adrenergicreceptor,Antagonist
Betaxolol,Beta-2adrenergicreceptor,Antagonist
Bexarotene,RetinoicacidreceptorRXR-alpha,Agonist
Bexarotene,RetinoicacidreceptorRXR-beta,Agonist
Bexarotene,RetinoicacidreceptorRXR-gamma,Agonist
Bifonazole,Lanosterol14-alphademethylase,Inhibitor
Biperiden,MuscarinicacetylcholinereceptorM1,Antagonist
Biperiden,Neuronalacetylcholinereceptorsubunitalpha-2,Antagonist
Blinatumomab,B-lymphocyteantigenCD19,Activator
Blinatumomab,T-cellsurfaceglycoproteinCD3deltachain,Activator
Boceprevir,NS3/4Aprotein,Inhibitor
Boldenone,Androgenreceptor,Agonist
Bortezomib,Proteasomesubunitbetatype-5,Inhibitor
Bortezomib,Proteasomesubunitbetatype-1,Inhibitor
Brentuximabvedotin,Tumornecrosisfactorreceptorsuperfamilymember8,Binder
Brexpiprazole,5-hydroxytryptaminereceptor1A,AgonistPartialagonist
Brexpiprazole,D(2)dopaminereceptor,AgonistPartialagonist
Brexpiprazole,5-hydroxytryptaminereceptor2A,Antagonist
Brexpiprazole,Alpha-2Cadrenergicreceptor,Antagonist
Brexpiprazole,Alpha-1Badrenergicreceptor,Antagonist
Brimonidine,Alpha-2Aadrenergicreceptor,Agonist
Brimonidine,Alpha-2Badrenergicreceptor,Agonist
Brimonidine,Alpha-2Cadrenergicreceptor,Agonist
Bromazepam,Gamma-aminobutyricacidreceptorsubunitalpha-1,Potentiator
Bromazepam,Gamma-aminobutyricacidreceptorsubunitalpha-2,Potentiator
Bromazepam,Gamma-aminobutyricacidreceptorsubunitalpha-3,Potentiator
Bromazepam,Gamma-aminobutyricacidreceptorsubunitalpha-4,Potentiator
Bromazepam,Gamma-aminobutyricacidreceptorsubunitalpha-5,Potentiator
Bromazepam,Gamma-aminobutyricacidreceptorsubunitalpha-6,Potentiator
Bromazepam,Gamma-aminobutyricacidreceptorsubunitbeta-1,Potentiator
Bromazepam,Gamma-aminobutyricacidreceptorsubunitbeta-2,Potentiator
Bromazepam,Gamma-aminobutyricacidreceptorsubunitbeta-3,Potentiator
Bromazepam,Gamma-aminobutyricacidreceptorsubunitgamma-1,Potentiator
Bromazepam,Gamma-aminobutyricacidreceptorsubunitgamma-2,Potentiator
Bromazepam,Gamma-aminobutyricacidreceptorsubunitgamma-3,Potentiator
Bromazepam,Gamma-aminobutyricacidreceptorsubunitdelta,Potentiator
Bromazepam,Gamma-aminobutyricacidreceptorsubunitepsilon,Potentiator
Bromazepam,Gamma-aminobutyricacidreceptorsubunitpi,Potentiator
Bromazepam,Gamma-aminobutyricacidreceptorsubunitrho-1,Potentiator
Bromazepam,Gamma-aminobutyricacidreceptorsubunitrho-2,Potentiator
Bromazepam,Gamma-aminobutyricacidreceptorsubunitrho-3,Potentiator
